timestamp,device,length,link_protocol,network_protocol,transport_protocol,src_ip,dst_ip,src_port,dst_port,malicious
1759312845,eth0,70,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::204,0,0,1
1759312845,any,112,N/A,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759312845,eth0,110,Ethernet,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759312845,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759312845,any,56,N/A,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759312845,any,367,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,0
1759312845,any,112,N/A,IPv6,ICMP,fe80::416:25ff:fe7c:237,ff02::179,0,0,0
1759312845,any,56,N/A,IPv4,N/A,0.0.0.0,224.0.0.22,0,0,0
1759312845,any,44,ARP,N/A,N/A,172.30.0.220,172.30.0.122,0,0,0
1759312845,any,58,ARP,N/A,N/A,172.30.0.122,172.30.0.220,0,0,0
1759312845,any,112,N/A,IPv6,ICMP,fe80::416:25ff:fe7c:237,ff02::179,0,0,0
1759312845,eth0,353,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,0
1759312845,eth0,365,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,0
1759312845,eth0,110,Ethernet,IPv6,ICMP,fe80::416:25ff:fe7c:237,ff02::179,0,0,0
1759312845,eth0,54,Ethernet,IPv4,N/A,0.0.0.0,224.0.0.22,0,0,0
1759312845,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759312845,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759312845,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759312845,eth0,110,Ethernet,IPv6,ICMP,fe80::416:25ff:fe7c:237,ff02::179,0,0,0
1759312845,any,56,N/A,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,0
1759312845,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,0
1759312846,eth0,107,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759312846,any,109,N/A,N/A,N/A,N/A,N/A,0,0,1
1759312846,any,112,N/A,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::179,0,0,1
1759312846,eth1,110,Ethernet,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::179,0,0,1
1759312846,any,72,N/A,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::204,0,0,1
1759312846,eth1,70,Ethernet,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::204,0,0,1
1759312846,eth0,70,Ethernet,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::204,0,0,1
1759312846,eth0,90,Ethernet,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759312846,eth0,54,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759312846,any,92,N/A,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759312846,eth0,67,Ethernet,IPv4,UDP,172.30.0.23,224.0.0.252,5355,5355,1
1759312846,any,69,N/A,IPv4,UDP,172.30.0.23,224.0.0.252,5355,5355,1
1759312846,eth0,356,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312846,any,358,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312846,eth0,368,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312846,any,370,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312846,eth1,110,Ethernet,IPv6,ICMP,fe80::f497:eeff:fee8:237,ff02::179,0,0,0
1759312846,any,112,N/A,IPv6,ICMP,fe80::f497:eeff:fee8:237,ff02::179,0,0,0
1759312846,any,72,N/A,IPv6,ICMP,fe80::f497:eeff:fee8:237,ff02::204,0,0,0
1759312846,eth1,70,Ethernet,IPv6,ICMP,fe80::f497:eeff:fee8:237,ff02::204,0,0,0
1759312846,any,106,N/A,N/A,N/A,N/A,N/A,0,0,0
1759312846,eth0,104,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759312846,any,72,N/A,IPv6,ICMP,fe80::416:25ff:fe7c:237,ff02::204,0,0,0
1759312846,eth0,70,Ethernet,IPv6,ICMP,fe80::416:25ff:fe7c:237,ff02::204,0,0,0
1759312846,any,112,N/A,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::179,0,0,1
1759312846,any,112,N/A,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759312846,any,44,ARP,N/A,N/A,172.30.0.23,172.30.0.122,0,0,1
1759312846,any,58,ARP,N/A,N/A,172.30.0.122,172.30.0.23,0,0,1
1759312846,any,58,ARP,N/A,N/A,172.30.0.122,172.30.0.23,0,0,1
1759312846,eth1,110,Ethernet,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::179,0,0,1
1759312846,eth2,110,Ethernet,IPv6,ICMP,fe80::1cf7:15ff:fe39:10,ff02::179,0,0,1
1759312846,eth0,110,Ethernet,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759312846,eth0,54,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759312846,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759312846,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759312846,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759312847,any,106,N/A,N/A,N/A,N/A,N/A,0,0,0
1759312847,eth0,110,Ethernet,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759312847,any,112,N/A,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759312847,any,56,N/A,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759312847,eth0,54,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759312847,any,112,N/A,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::179,0,0,1
1759312847,eth1,110,Ethernet,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::179,0,0,1
1759312847,any,112,N/A,IPv6,ICMP,fe80::1cf7:15ff:fe39:10,ff02::179,0,0,1
1759312847,eth2,110,Ethernet,IPv6,ICMP,fe80::1cf7:15ff:fe39:10,ff02::179,0,0,1
1759312847,any,72,N/A,IPv6,ICMP,fe80::1cf7:15ff:fe39:10,ff02::204,0,0,1
1759312847,eth2,70,Ethernet,IPv6,ICMP,fe80::1cf7:15ff:fe39:10,ff02::204,0,0,1
1759312847,eth1,70,Ethernet,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::204,0,0,1
1759312847,eth0,107,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759312847,eth0,70,Ethernet,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::204,0,0,1
1759312847,eth0,104,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759312848,eth1,70,Ethernet,IPv6,ICMP,fe80::103b:bdff:fef0:169,ff02::204,0,0,1
1759312848,any,72,N/A,IPv6,ICMP,fe80::103b:bdff:fef0:169,ff02::204,0,0,1
1759312848,any,92,N/A,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759312848,eth0,90,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759312848,eth0,54,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759312848,any,56,N/A,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759312848,eth0,54,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759312848,any,70,N/A,IPv4,UDP,172.30.0.163,224.0.0.252,5355,5355,1
1759312848,eth0,68,Ethernet,IPv4,UDP,172.30.0.163,224.0.0.252,5355,5355,1
1759312848,eth0,88,Ethernet,IPv6,UDP,fe80::b0b5:44ff:feea:219,ff02::1:52,5355,5355,1
1759312848,eth0,357,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312848,any,359,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312848,any,371,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312848,eth0,369,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312848,any,112,N/A,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0,1
1759312848,eth1,110,Ethernet,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0,1
1759312848,eth0,110,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759312848,eth0,54,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759312848,any,112,N/A,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759312848,any,44,ARP,N/A,N/A,172.30.0.163,172.30.0.122,0,0,1
1759312848,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759312848,eth0,70,Ethernet,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::204,0,0,1
1759312848,any,72,N/A,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::204,0,0,1
1759312848,any,109,N/A,N/A,N/A,N/A,N/A,0,0,1
1759312848,eth0,107,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759312848,eth0,104,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759312848,any,106,N/A,N/A,N/A,N/A,N/A,0,0,0
1759312848,eth0,54,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759312848,any,56,N/A,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759312848,eth1,110,Ethernet,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0,1
1759312848,any,112,N/A,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0,1
1759312848,any,92,N/A,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759312848,eth0,90,Ethernet,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759312848,eth0,56,Ethernet,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759312848,any,69,N/A,IPv4,UDP,172.30.0.89,224.0.0.252,5355,5355,1
1759312848,eth0,67,Ethernet,IPv4,UDP,172.30.0.89,224.0.0.252,5355,5355,1
1759312848,eth0,87,Ethernet,IPv6,UDP,fe80::ecf9:eff:fefb:55,ff02::1:52,5355,5355,1
1759312849,any,92,N/A,IPv6,ICMP,fe80::416:25ff:fe7c:237,ff02::179,0,0,0
1759312849,any,56,N/A,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,0
1759312849,eth0,90,Ethernet,IPv6,ICMP,fe80::416:25ff:fe7c:237,ff02::179,0,0,0
1759312849,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,0
1759312849,eth0,87,Ethernet,IPv6,UDP,fe80::416:25ff:fe7c:237,ff02::1:52,5355,5355,0
1759312849,any,89,N/A,IPv6,UDP,fe80::416:25ff:fe7c:237,ff02::1:52,5355,5355,0
1759312849,any,69,N/A,IPv4,UDP,172.30.0.220,224.0.0.252,5355,5355,0
1759312849,eth0,67,Ethernet,IPv4,UDP,172.30.0.220,224.0.0.252,5355,5355,0
1759312849,any,112,N/A,IPv6,ICMP,fe80::f497:eeff:fee8:237,ff02::179,0,0,0
1759312849,eth1,110,Ethernet,IPv6,ICMP,fe80::f497:eeff:fee8:237,ff02::179,0,0,0
1759312849,eth0,353,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,0
1759312849,any,355,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,0
1759312849,eth0,365,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,0
1759312849,any,367,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,0
1759312849,any,112,N/A,IPv6,ICMP,fe80::416:25ff:fe7c:237,ff02::179,0,0,0
1759312849,any,56,N/A,IPv4,N/A,0.0.0.0,224.0.0.22,0,0,0
1759312849,eth0,110,Ethernet,IPv6,ICMP,fe80::416:25ff:fe7c:237,ff02::179,0,0,0
1759312849,eth0,54,Ethernet,IPv4,N/A,0.0.0.0,224.0.0.22,0,0,0
1759312849,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,0
1759312849,any,56,N/A,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,0
1759312849,any,44,ARP,N/A,N/A,172.30.0.220,172.30.0.122,0,0,0
1759312849,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759312849,eth0,356,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312849,any,358,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312849,any,112,N/A,IPv6,ICMP,fe80::103b:bdff:fef0:169,ff02::179,0,0,1
1759312849,eth1,110,Ethernet,IPv6,ICMP,fe80::103b:bdff:fef0:169,ff02::179,0,0,1
1759312849,any,370,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312849,eth0,368,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312849,any,112,N/A,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759312849,any,58,N/A,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759312849,eth0,110,Ethernet,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759312849,eth0,56,Ethernet,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759312849,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759312849,any,58,ARP,N/A,N/A,172.30.0.89,172.30.0.122,0,0,1
1759312849,any,112,N/A,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759312849,eth0,110,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759312849,any,112,N/A,IPv6,ICMP,fe80::103b:bdff:fef0:169,ff02::179,0,0,1
1759312849,eth1,110,Ethernet,IPv6,ICMP,fe80::103b:bdff:fef0:169,ff02::179,0,0,1
1759312849,eth0,70,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::204,0,0,1
1759312849,eth1,70,Ethernet,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::204,0,0,1
1759312849,any,72,N/A,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::204,0,0,1
1759312849,eth0,110,Ethernet,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759312849,any,112,N/A,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759312849,eth0,107,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759312849,any,109,N/A,N/A,N/A,N/A,N/A,0,0,1
1759312849,any,58,N/A,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759312849,eth0,56,Ethernet,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759312849,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759312849,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759312849,any,58,ARP,N/A,N/A,172.30.0.122,172.30.0.220,0,0,0
1759312849,any,112,N/A,IPv6,ICMP,fe80::416:25ff:fe7c:237,ff02::179,0,0,0
1759312849,eth0,110,Ethernet,IPv6,ICMP,fe80::416:25ff:fe7c:237,ff02::179,0,0,0
1759312849,eth1,110,Ethernet,IPv6,ICMP,fe80::f497:eeff:fee8:237,ff02::179,0,0,0
1759312849,any,112,N/A,IPv6,ICMP,fe80::f497:eeff:fee8:237,ff02::179,0,0,0
1759312850,eth0,70,Ethernet,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::204,0,0,1
1759312850,any,72,N/A,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::204,0,0,1
1759312850,any,92,N/A,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759312850,eth0,90,Ethernet,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759312850,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759312850,eth0,360,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312850,any,362,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312850,any,374,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312850,eth0,372,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312850,any,112,N/A,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::179,0,0,1
1759312850,eth1,110,Ethernet,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::179,0,0,1
1759312850,any,56,N/A,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759312850,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759312850,eth0,110,Ethernet,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759312850,any,112,N/A,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759312850,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759312850,any,44,ARP,N/A,N/A,172.30.0.220,172.30.0.122,0,0,1
1759312850,any,72,N/A,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::204,0,0,1
1759312850,eth1,70,Ethernet,IPv6,ICMP,fe80::103b:bdff:fef0:169,ff02::204,0,0,1
1759312850,eth0,70,Ethernet,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::204,0,0,1
1759312850,any,109,N/A,N/A,N/A,N/A,N/A,0,0,1
1759312850,eth0,107,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759312850,eth1,110,Ethernet,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::179,0,0,1
1759312850,any,112,N/A,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::179,0,0,1
1759312850,any,72,N/A,IPv6,ICMP,fe80::f497:eeff:fee8:237,ff02::204,0,0,0
1759312850,any,106,N/A,N/A,N/A,N/A,N/A,0,0,0
1759312850,eth1,70,Ethernet,IPv6,ICMP,fe80::f497:eeff:fee8:237,ff02::204,0,0,0
1759312850,eth0,104,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759312850,eth0,70,Ethernet,IPv6,ICMP,fe80::416:25ff:fe7c:237,ff02::204,0,0,0
1759312850,any,72,N/A,IPv6,ICMP,fe80::416:25ff:fe7c:237,ff02::204,0,0,0
1759312851,any,112,N/A,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759312851,eth0,110,Ethernet,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759312851,eth0,70,Ethernet,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::204,0,0,1
1759312851,any,72,N/A,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::204,0,0,1
1759312851,any,56,N/A,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759312851,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759312851,eth0,70,Ethernet,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::204,0,0,1
1759312851,eth1,70,Ethernet,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::204,0,0,1
1759312851,any,72,N/A,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::204,0,0,1
1759312851,any,72,N/A,IPv6,ICMP,fe80::1cf7:15ff:fe39:10,ff02::204,0,0,1
1759312851,eth2,70,Ethernet,IPv6,ICMP,fe80::1cf7:15ff:fe39:10,ff02::204,0,0,1
1759312851,eth0,90,Ethernet,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759312851,eth0,54,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759312851,any,92,N/A,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759312851,eth0,67,Ethernet,IPv4,UDP,172.30.0.23,224.0.0.252,5355,5355,1
1759312851,any,69,N/A,IPv4,UDP,172.30.0.23,224.0.0.252,5355,5355,1
1759312851,eth0,356,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312851,any,358,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312851,eth0,368,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312851,any,370,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312851,eth2,110,Ethernet,IPv6,ICMP,fe80::1cf7:15ff:fe39:10,ff02::179,0,0,1
1759312851,any,112,N/A,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::179,0,0,1
1759312851,eth1,110,Ethernet,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::179,0,0,1
1759312851,eth0,54,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759312851,any,56,N/A,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759312851,eth0,110,Ethernet,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759312851,any,112,N/A,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759312851,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759312851,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759312851,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759312851,any,44,ARP,N/A,N/A,172.30.0.23,172.30.0.122,0,0,1
1759312851,any,58,ARP,N/A,N/A,172.30.0.122,172.30.0.23,0,0,1
1759312851,any,106,N/A,N/A,N/A,N/A,N/A,0,0,0
1759312851,eth0,104,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759312852,any,112,N/A,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::179,0,0,1
1759312852,eth1,110,Ethernet,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::179,0,0,1
1759312852,any,112,N/A,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759312852,eth0,110,Ethernet,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759312852,any,56,N/A,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759312852,eth0,54,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759312852,eth2,110,Ethernet,IPv6,ICMP,fe80::1cf7:15ff:fe39:10,ff02::179,0,0,1
1759312852,any,112,N/A,IPv6,ICMP,fe80::1cf7:15ff:fe39:10,ff02::179,0,0,1
1759312852,eth0,90,Ethernet,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759312852,eth0,56,Ethernet,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759312852,any,92,N/A,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759312853,eth0,107,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759312853,eth0,70,Ethernet,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::204,0,0,1
1759312853,eth2,70,Ethernet,IPv6,ICMP,fe80::1cf7:15ff:fe39:10,ff02::204,0,0,1
1759312853,eth1,70,Ethernet,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::204,0,0,1
1759312853,any,72,N/A,IPv6,ICMP,fe80::1cf7:15ff:fe39:10,ff02::204,0,0,1
1759312853,any,72,N/A,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::204,0,0,1
1759312853,eth1,70,Ethernet,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::204,0,0,1
1759312853,any,69,N/A,IPv4,UDP,172.30.0.89,224.0.0.252,5355,5355,1
1759312853,eth0,67,Ethernet,IPv4,UDP,172.30.0.89,224.0.0.252,5355,5355,1
1759312853,eth0,87,Ethernet,IPv6,UDP,fe80::ecf9:eff:fefb:55,ff02::1:52,5355,5355,1
1759312853,eth0,356,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312853,any,358,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312853,any,370,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312853,eth0,368,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312853,eth1,110,Ethernet,IPv6,ICMP,fe80::103b:bdff:fef0:169,ff02::179,0,0,1
1759312853,any,112,N/A,IPv6,ICMP,fe80::103b:bdff:fef0:169,ff02::179,0,0,1
1759312853,any,112,N/A,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759312853,eth0,110,Ethernet,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759312853,eth0,56,Ethernet,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759312853,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759312853,any,58,ARP,N/A,N/A,172.30.0.89,172.30.0.122,0,0,1
1759312853,any,72,N/A,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::204,0,0,1
1759312853,eth0,70,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::204,0,0,1
1759312853,any,92,N/A,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759312853,eth0,90,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759312853,eth0,54,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759312853,eth0,68,Ethernet,IPv4,UDP,172.30.0.163,224.0.0.252,5355,5355,1
1759312853,eth0,88,Ethernet,IPv6,UDP,fe80::b0b5:44ff:feea:219,ff02::1:52,5355,5355,1
1759312853,any,70,N/A,IPv4,UDP,172.30.0.163,224.0.0.252,5355,5355,1
1759312853,any,359,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312853,eth0,357,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312853,eth0,369,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312853,any,371,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759312853,eth1,110,Ethernet,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0,1
1759312853,any,112,N/A,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0,1
1759312853,eth0,110,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759312853,any,112,N/A,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759312853,eth0,110,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759312853,eth0,54,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759312853,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759312853,any,44,ARP,N/A,N/A,172.30.0.163,172.30.0.122,0,0,1
1759312853,any,58,N/A,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759312853,eth0,56,Ethernet,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
